novel_title,novel_genre,novel_writer,novel_img,novel_content,platform_kakao,나눔
랭킹 1위 용사가 세상을 지키는 방법,fantasy,세르페,https://dn-img-page.kakao.com/download/resource?kid=clstQr/hzacgSjpjz/Q6j5IlLmSADxYWSv9dDfa0&filename=th3,"10년 전, 갑자기 다른 세계로 떨어져 세상을 구하는 용사가 되었고
죽을 고생을 한 끝에 드디어 세상을 구했다.

이제 여기서 잘 먹고 잘 살 일만 남은 줄 알았는데……
어찌된 일인지 나는 다시 한국으로 돌아와 버렸다.

갑자기 돌아온 것도 억울한데,
심지어 현대 한국에서 던전이요? 몬스터요?

[당신의 신체 상태가 스킬을 사용하기에 적합하지 않아 스킬의 사용이 중지됩니다.]

심지어는 내가 고이 쌓아 온 능력치마저 리셋되었다.

[랭킹은 업적치를 기준으로 선정됩니다.]
[1위 : 방랑하는 구도자(求道者)]

그런 주제에 쌓아 온 업적치만 인정해 줘서 랭킹은 1위가 되어 버렸네?

그러니까 지금, 내가 랭킹만 1위인 허접 깡통이다, 이거야?

……
…

X발, 그게 뭐 어때서.

저 빌어먹을 시스템이 아무리 나를 절망시키려 한들,
그런 건 아무래도 상관없다.
내게 중요한 건 그런 게 아니었다.

중요한 건 언제나, 내가 과연 무엇을 할 수 있는가.

답은 정해져 있었다.

나는 용사고,
용사는 세상을 구하는 법이니까.",https://page.kakao.com/content/58066768?tab_type=about,나눔
명가의 역대급 재능천재로 환생했다,fantasy,플라이스,https://dn-img-page.kakao.com/download/resource?kid=br4aIM/hzHNDN6Wna/iDgGl6h6yeeknTTf3oka9k&filename=th3,"전장 속에서 태어나 가진 재능조차 꽃피우지 못하고 죽었다.

그러나 눈을 떠보니 명문 백작가의 막내아들, 데인 소그레스로 다시 태어나는데.

가진 재능이…… 하나가 아니다!?
창술, 암살, 마법, 소환 그리고 이전 생에 꽃피우지 못한 검술까지!

항상 바라왔던 행복한 가족들 속에서, 끝을 모르는 재능을 펼쳐 보인다!

“창술! 데인은 무조건 창술을 배워야 하오!”
“은신술이랑 암살법을 배워두면 얼마나 쓸모 있는지 몰라서 그래요?”
“이젠 마법이 대세예요, 아버지, 어머니!”
“내 동생이라면…… 소환술도 되게 좋을 텐데…….”

……음, 행복한 가족 맞겠지?

&lt;명가의 역대급 재능천재로 환생했다&gt;",https://page.kakao.com/content/60245517?tab_type=about,나눔
악덕 군주 연산!,fantasy,흑곰,https://dn-img-page.kakao.com/download/resource?kid=qqLn0/hzMT822VZe/a4lMqtzw39Au6VebGFVRZ0&filename=th3,"현대인인 내가 조선 10대 임금인 폭군 연산으로 태어났다.

""연산처럼 안 살면 되는 거잖아.""

선 넘지 말고.

한족 말살!

세계 정복!",https://page.kakao.com/content/60795602?tab_type=about,나눔
회귀한 천재 마공사,fantasy,강원산,https://dn-img-page.kakao.com/download/resource?kid=rqfOB/hzp2lRwfjX/oEQJh1o4CjFxwDpmRw5lXk&filename=th3,"게이트 폭주로 세상이 멸망하기 직전, 가장 믿었던 친구이자 영웅에게 배신당한 한수호.
죽음의 문턱에서 사람을 마음대로 개조할 수 있는 스킬을 얻고 정신을 잃는다.

눈을 뜨고 보니 17년 전의 어린 시절.

스스로를 개조해 가족들을 구하고 최강의 마공사가 되기로 마음먹는다.
이번 생은 누구보다 강해져 아무것도 빼앗기지 않으리라!",https://page.kakao.com/content/59184253?tab_type=about,나눔
멸문가의 지표자,fantasy,신아,https://dn-img-page.kakao.com/download/resource?kid=cyTo54/hzHNvob5gg/GXPKq82hhCioO0qKyRmyCk&filename=th3,"영원에 가까운 생명력인 '라피스'를 지닌 신비로운 종족 인어.
그들의 지표자이자 바다의 주인인 해주 인어는 완생을 맞이하고..
그렇게 끝난 줄만 알았던 지독한 삶이 다시 시작되었다.
그것도 400년 전, 멸문할 공작가의 영애로!

은백색 머리칼에 푸른 눈동자.
아름다운 '레브 몬데이어'로 새 삶을 강제 시작할 순간 인어는 자신의 기억과 다른 현실을 마주하게 된다.

해주의 기억이 달라져선 안 된다.
400년 전 과거부터 뒤틀린다면 인어들의 미래가 위험하다.

""이대로 현재가 변하도록 내버려둘 순 없어, 새로 시작해야 해.""

인어는 바다의 기억을 유지하기 위해 공작가의 후계자 '레온 몬데이어'로서 남장여자의 삶을 선택하게 되는데...!",https://page.kakao.com/content/59186676?tab_type=about,나눔
템빨,fantasy,박새날,https://dn-img-page.kakao.com/download/resource?kid=cyxp1/hyCRapYa7B/WZs4qNaQ6d7LEbnjwuSoeK&filename=th3,"공사장에서 벽돌 나르고 삽질하는 불운한 인생의 신영우.
그런데 심지어 게임 속에서 노가다라니.
하지만 불운한 인생이라 한탄하던 그에게도 행운이 찾아오는 것인가.
퀘스트 수행을 위하여 북쪽 끝의 동굴로 향한 '그리드'.
그곳에서 '파그마의 기서'를 발견한 그는 레전드리 직업으로 전직하게 되는데…….",https://page.kakao.com/content/47050646?tab_type=about,나눔
차원이동자를 올바르게 돌려보내는 방법,fantasy,모타,https://dn-img-page.kakao.com/download/resource?kid=cXmHL8/hzp2mJjqIw/XCIm5y07MN8595GY4ZOmo1&filename=th3,"#창작판타지 #차원판타지 #기사단

지금으로부터 60년 전,
흉포한 황제가 세상을 지배하고 세상이 혼돈으로 물들 때,
한 명의 차원이동자가 나타나 황제를 무찌르고 혼돈을 잠재웠다.

이후 차원이동자는 원래의 세계로 돌아갔고,
사람들은 그를 기리며 평화를 이어나갔다.

그런데 웬걸, 그 이후로도 차원이동자들이 계속 넘어온다?
거기다 나중엔 정체불명의 괴물들까지?

야! 이제 그만 와!
우리 이제 평화로워서 안 와도 돼!
제발 너희 세계로 좀 돌아가라니까~?!",https://page.kakao.com/content/58979093?tab_type=about,나눔
전부를 건다 - 역사를 바꾸는 힘,fantasy,우보,https://dn-img-page.kakao.com/download/resource?kid=hJHor/hyCQ9j0i0b/KqZFkX7TT2KSkMlUgx15T0&filename=th3,"탈북과학자의 국내이송 작전 중, 그 과학자가 가지고 탈복한 타임머신의 오작동으로 인해 1930년대 일제 강점기로 환생하게 된 국정원 요원 이주혁.
일제에 의해 수탈을 당하는 시대 그리고 전쟁의 위험이 항상 도사리는 시대에 환생하게 되었다.

“전부를 건다(Go for broke)”

태평양 전쟁에 참전한 한인 의용군부대의 돌격구호야!
얼마나 절박하고 간절했으면 ‘무려’ 전부를 걸었겠어.",https://page.kakao.com/content/60332815?tab_type=about,나눔
소설 속 흑막이 되련다 [연재],fantasy,유래향,https://dn-img-page.kakao.com/download/resource?kid=b3Pcc0/hyZ8AT6CvC/6RmR4B99NHTXiSpao25Sy1&filename=th3,주인공도 최종 보스도 전부 내가 쳐죽인다.,https://page.kakao.com/content/57429506?tab_type=about,나눔
공략을 포기하다 [연재],fantasy,서칸더브이,https://dn-img-page.kakao.com/download/resource?kid=esBkWf/hzMT1W558G/3XVku9erK38qhJOXkAl2Qk&filename=th3,이번에는 죽지 않는다.,https://page.kakao.com/content/60787247?tab_type=about,나눔
S급 헌터지만 시한부,fantasy,다뉴엘,https://dn-img-page.kakao.com/download/resource?kid=HUhWr/hzCtaczcrR/5X7Fh13N1Oy3fde4MO1oT1&filename=th3,"[네가 세상을 구하지 않으면 이 세상은 2년 뒤에 망하겠지.] 

세상이 종말하기까지 2년. 

[그리고 너, 2년 뒤에 죽게 될 거야.] 

남은 수명도 2년. 

스킬 하나 발현하지 못해
가족에게조차 버림받은 S급 헌터, 하성하.
죽음을 앞두고서 아무도 몰랐던 엄청난 능력을 각성하게 된다.
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 
""그럼 넌 내게 뭘 해 줄 건데?""

모두에게 이용당하기만 하던 삶은 끝났다.
이제는 그녀가 모두를 이용하리라.

전 세계 모든 이가 탐내는 유일무이한 S급 헌터가 되어!",https://page.kakao.com/content/59876184?tab_type=about,나눔
소녀 리버스 매거진,fantasy,카카오엔터테인먼트,https://dn-img-page.kakao.com/download/resource?kid=bc1K2i/hynaHDonnA/wsd78JEtDiEJpgABBcSXq1&filename=th3,"버추얼 아이돌 데뷔 서바이벌 [소녀 리버스]
새로운 세계에서 데뷔를 꿈꾸는 소녀들의 이야기

[캐릭터 라이선스]
https://bit.ly/3hKELEw
VRChat is being streamed and monetized after confirming with VRChat Inc.
Visit https://hello.vrchat.com",https://page.kakao.com/content/60375965?tab_type=about,나눔
용사의 옆집에 산다는 것,fantasy,세트앙크,https://dn-img-page.kakao.com/download/resource?kid=fBoiJ/hyuPHu66UT/7EUz0qmzxP4QTOKQY6meuk&filename=th3,"세트앙크 판타지 장편소설 '용사의 옆집에 산다는 것'


몇 년 전 세상을 뒤덮으려던 멸망의 여신 닉스의 그림자에서 세상을 구원한 용사가 있었다.
그는 멸망 이전에 나타난다는 죽음의 왕 타나토스를 물리쳐 아이만 왕국을 구원했으며, 악룡 티아매트를 봉인했고, 신들의 성전 아스가르드에서 신들의 축복을 받으며 성검 그란디아스의 주인으로 인정받았다.

그는 동료들과 함께 멸망의 탑을 올라 치열한 마지막 전투 끝에 닉스의 목에 그란디아스를 박아 넣으며 멸망을 막았다.
세상은 환호했고, 더 이상 용사와 그의 동료들의 이름을 모르는 자는 이 세상에 없었다.
용사는 그 후 그의 동료이자 연인이었던 아이만 왕국의 공주 아이지나와 성대한 결혼식을 올렸다. 사람들은 그가 아이만 왕국의 국왕이 될 것이라 믿었다.
하지만 그는 국왕의 자리를 사양했다. 왕녀 아이지나의 자유롭게 살고 싶다는 소망을 들어주기 위해 그는 자신의 고향마을로 내려왔다.

내 이름은 아나크.
바로 그 용사의 ‘동료’이자 어릴 적부터 지금까지 그의 옆집에 살고 있는 자다.",https://page.kakao.com/content/48510682?tab_type=about,나눔
내 성좌가 나를 키워서 잡아먹을 예정이다,fantasy,별꽃고래,https://dn-img-page.kakao.com/download/resource?kid=dPQPVc/hzKkYoJIsO/HGOkUvzSIK6G4ei1Fzdra1&filename=th3,"내 성좌가 나를 키워서 잡아먹은 직후, 갑자기 회귀해 버렸다.

키잡을 당했는데 왜 회귀했냐고?

로맨스 키워드 그 키잡 말고, 말뜻 그대로의 그 키잡이거든.
냠냠꼭꼭, 잘 씹어 삼키는 그 키잡.

뭐가 어떻게 된 건지는 모르겠지만, 다시 돌아왔으니 이번에는 안 당해.
미래를 바꾸고, 내 가장 소중한 여동생을 지켜 내려면 다시 배후성을 골라야 한다.

어차피 모든 성좌는 나를 키워서 잡아먹을 미래의 적.
다 똑같은 개새끼라면,

‘아는 개새끼가 다루기 편하지 않겠어?’

해서, 전 남친과 다시 한번 계약했을 뿐인데…….

“내 동생이 알고 보니 천재였다고?!”

평탄하던 인생 계획에 수상쩍은 차질이 빚어지기 시작했다.",https://page.kakao.com/content/60485156?tab_type=about,나눔
주인공의 먼치킨 동생이 되었다,fantasy,스탠다드,https://dn-img-page.kakao.com/download/resource?kid=bPeExK/hzp2ejUWRg/vzOKzQElJl0J4MC7MUQ9s1&filename=th3,"[독점연재]

여느 때처럼 취업에 떨어지고 쓸쓸히 술을 마시는 강선일.
같이 있던 친구는 도망치듯 사라지고 홀로 남아있던 그에게 한 노인이 다가온다.

자네 운명을 바꾸고 싶나?

노인에게 대답한 후, 정신을 차린 강선일이 현실을 파악했을 때.
그는 어린 시절 썼던 흑역사 소설 [악당보다 사악한 영웅님]의 등장인물이었다.

“아니.”

그것도.

“어제 했던 말이 이 말이야?”

주인공을 죽이려는 쌍둥이 동생에게 말이다!",https://page.kakao.com/content/58864053?tab_type=about,나눔
삼왕의 제자,fantasy,가빈지,https://dn-img-page.kakao.com/download/resource?kid=r4gCI/hzp2fwcSxA/VrHafRiufpMGJIiHprRoF1&filename=th3,"하이랭커를 앞둔 플레이어였던 나.
그런 내게...

‘남은 것은... 없다.’

오직 공허만이 남았을 때.
잃어버렸다 생각했던 시스템 메시지가 들려왔다.

[혼돈의 그릇으로 선택받았습니다.]
[수락하시겠습니까?]
[경고 : 선택 여부에 따라 세계의 멸망이 찾아올 수 있습니다.]

멸망?
내가 할 수 있는 것은 하나 뿐이었다.
꺼져가던 마지막 복수의 불씨.

“하... 하아...”

그 불씨을 태우는 것이었다.

“수락...한다...”

의식이 사라지고, 다시 그 의식을 찾았을 때 본 것은.

“당신들은 누구...”

신마교의 주인, 무왕.
아인하트의 유일 제왕, 검왕.
신마저 죽여 그 신성을 빼앗은 신살자, 마왕.
침범한 세계의 주인들, 삼왕이었다.",https://page.kakao.com/content/58751670?tab_type=about,나눔
정령의 경제학 [연재],fantasy,오늘도요,https://dn-img-page.kakao.com/download/resource?kid=fPqzs/hzMT4GG9xh/VYS54mp72OKFlCPhwrGfT0&filename=th3,"이 세계의 사람들은 모른다.
정령의 가능성을.",https://page.kakao.com/content/61029873?tab_type=about,나눔
용사파티 대마법사의 환생,fantasy,정훈鄭薰,https://dn-img-page.kakao.com/download/resource?kid=d76ZXN/hzp2d67cP8/lecTXzmBgMqMDgzFK0YDPk&filename=th3,"용사의 이야기가 끝나고 300년,

홀로 남겨진 대마법사가 눈을 뜬다.",https://page.kakao.com/content/58736258?tab_type=about,나눔
빌어먹을 환생,fantasy,목마,https://dn-img-page.kakao.com/download/resource?kid=bT9XOb/hzwBqEJvi1/6cja5DIt8AKWJV40leR0g1&filename=th3,"마왕을 절멸하기 위해 동료들과 여정을 떠났던 용사 하멜.
마왕과의 일전을 코앞에 두고 죽음을 맞이한 뒤,

“응애.”
‘뭐야 씨X.’

동료였던 용사, 베르무트의 후손으로 환생하게 된다.

위대한 베르무트의 피를 이은 하멜. 아니, 유진 라이언하트.

‘전생의 몸도 천재라 착각할 만큼은 됐는데. 이건…… 비교가 안 돼.’

성능부터 다른 몸으로,
전생에 가지지 못했던 기하학적인 성취를 갖는다.

그리고,
근거를 알 수 없는 환생, 마족과 공생하는 현실.
모든 것이 의문점인 세계를 맞이하게 되고.

마무리 짓지 못한 전생의 여정을
유진의 몸을 빌려 걷기 시작한다.

[빌어먹을 환생]",https://page.kakao.com/content/56071101?tab_type=about,나눔
개망나니 철종 [연재],fantasy,어용시민,https://dn-img-page.kakao.com/download/resource?kid=ol1e8/hyATopGo29/5Is6sXeyffPr5UyXaZqmJK&filename=th3,"주상은 개망나니요.
그래. 어디, 개망나니 맛 좀 봐라.
망해 가던 나라 조선의 역사가 바뀐다.",https://page.kakao.com/content/53411512?tab_type=about,나눔
까불지마라. 내 안에 고룡있다 [단행본],fantasy,사디스틱,https://dn-img-page.kakao.com/download/resource?kid=dcR17k/hyRyPSKbUy/iZBYZLvTEWXkz4np33hQ21&filename=th3,"[비운의 F급 헌터, 고룡의 힘을 얻다!]

마력 제한증에 걸린 F급 헌터 마세윤.
고룡의 신 드라칼이 깃들었다.

“엘더갓! 부숴버리겠어!”",https://page.kakao.com/content/61131139?tab_type=about,나눔
회귀한 검왕은 폭군이 되기로 했다,fantasy,안나나,https://dn-img-page.kakao.com/download/resource?kid=bxv3l7/hzCtaQMDfY/a6SAaQz3ecZV5xzNrqv1ck&filename=th3,"내 앞을 가로막는 것이라면 모조리 처단한다

『회귀한 검왕은 폭군이 되기로 했다』

대륙 최강의 소드마스터, 검왕으로 불렸지만
신하들 앞에서의 나는 힘없는 왕이었다

이용만 당하던 삶의 끝은 배신과 죽음
후회 속에서 눈을 감은 내게 복수의 기회가 주어졌다

“네놈들의 더러운 계획들, 모두 부숴 주지.”

네놈들이 알던 국왕은 이제 없다
이제부터 내 검은 나를 위해 휘둘러진다!",https://page.kakao.com/content/59785986?tab_type=about,나눔
영웅 모으는 고고학자 [단행본],fantasy,곰슬기,https://dn-img-page.kakao.com/download/resource?kid=wpQmh/hzN2eniLmd/fj5BYXQ13J8mgjmBtUqeW1&filename=th3,"고고학자 한서로. 
어머니의 뒤를 쫓아 헌터가 되었지만 현실은 녹록치 않고, 오히려 생명의 위기에 처하고 만다.

결국 정신을 잃고 쓰러지려는 순간, 그의 귀에 들려온 이상한 목소리.

[──호오. 경천(驚天)이로고.]

다시 눈을 뜬 그는 세상에 둘도 없는 특별한 영령의 계약자로 다시 태어난다!

[자네는 모든 영웅들의 ‘기록’을 ‘전승’함으로써, 그들을 ‘모방’하는 걸세.]

고고학자 헌터 한서로의 행보가 지금 시작된다!",https://page.kakao.com/content/61109452?tab_type=about,나눔
고인물로 살아남기 [단행본],fantasy,노랭2,https://dn-img-page.kakao.com/download/resource?kid=EFA0u/hyCRaw9rio/n7RiXvStypGNwTaLRP0SGk&filename=th3,"플탐 3,000시간. 업적 100퍼센트의 플레이어가 무조건 죽는 캐릭터에 빙의되었다!

『고인물로 살아남기』

“이제 지겹네. 슬슬 환승할 게임을 찾아봐야 하나.”

그때, 평소 애정하는 게임 속 캐릭터에 빙의되었다.
어떤 방법을 써도 무조건 죽는 캐릭터인 '루카'
이제 그게 나다.

이대로 죽을 순 없다.
어떻게든 살아남을 것이다.

왜냐면 난 고인물이니까.",https://page.kakao.com/content/61109305?tab_type=about,나눔
귀환자의 육아일기 [단행본],fantasy,펩티드,https://dn-img-page.kakao.com/download/resource?kid=bvYGSl/hzN2ocnvNX/R0LmFUEAEzrRbL60tRcSY0&filename=th3,"『귀환자의 육아일기』

누구보다 압도적인 힘을 간직한 채 그가 돌아왔다
근데……

“하느리는 뽀롱이 보고 시퍼!”
“뽀롱이? 뭐하는 애야?”

하늘이를 위해 모든 걸 다 해 주겠단 결심도 잠시,

“응! 뽀롱인 공룡이야!”
“아빠가 찾아 줄게.”

도착한 곳은, 용종 몬스터가 나온다는 A급 던전?

“뽀롱이…… 뽀롱인 귀여운 아기 공룡인데…….”

슈퍼맨 같은 힘을 가진 아빠지만
어딘가 어설픈 도윤의 육아가 지금 시작된다!",https://page.kakao.com/content/61108900?tab_type=about,나눔
성기사는 마검으로 군림한다 [단행본],fantasy,최지인,https://dn-img-page.kakao.com/download/resource?kid=zQHtv/hzVqLYThcL/diPiGZkJHkyukkCxcOgly0&filename=th3,"사악한 종교 단체 ‘대화교단’의 선봉대장이었던 남자,
하우젤 대주교.

성기사단과 싸우며 큰 공을 세웠지만,
너무 돋보이는 존재였던 탓에 결국, 목이 날아가게 된다.

교단의 보물인 마검 ‘이그자드’에 의해서.

하지만 하우젤이 정신을 차렸을 때,
그는 성기사 가문의 후예로 환생한 상태였다.

하필이면 자신의 목숨을 빼앗은 마검과 함께……",https://page.kakao.com/content/61108849?tab_type=about,나눔
고인물은 이계가 너무 쉽다 [단행본],fantasy,JHK서랍,https://dn-img-page.kakao.com/download/resource?kid=8zMCs/hyvQJ7hA50/Z2VPznBaXMFkeTMaey82SK&filename=th3,"우리는 세계를 탐험하기엔 너무 늦게 태어났고, 우주를 탐험하기에는 너무 일찍 태어났다
그래서, 귀환한 나는 다시 이계로 들어간다
그곳엔 아직 미지가 남아있으니까",https://page.kakao.com/content/61107479?tab_type=about,나눔
수의사 드루이드 [단행본],fantasy,서건주,https://dn-img-page.kakao.com/download/resource?kid=gcpY1/hzVqFYFPYB/ACdXtwb1ZTmri1NHkM1oEK&filename=th3,"[아파, 괴로워, 살려줘, 살고 싶어…….] 어느날 갑자기 동물들의 목소리가 들리기 시작했다!

『수의사 드루이드』

사납고 덩치 큰 동물 전문 수의사, 김민혁.
불쌍한 동물을 그냥 지나치지 못하는 성격 탓에 매일매일이 고생이다.
어느 날, 위험에 빠진 고양이를 구해 주다 사고를 당하는데......

[컹컹컹, 주인님! 걱정했어요.]

""여긴 어디지? 왜 동물 목소리가 들려?""

마법과 몬스터가 존재하는 세계.
그 속에서 수의사로 살아남을 수 있을까.
모든 동물과 몬스터의 친구이자 동료로 다시 태어날
백작가 막내 마커스의 새로운 삶이 시작된다!",https://page.kakao.com/content/61105837?tab_type=about,나눔
천마의 집사가 되었다 [단행본],fantasy,ROHRAN(노란),https://dn-img-page.kakao.com/download/resource?kid=cUVZip/hzMT2PGK79/aK1AShGbgPeUAIfpaNFoUK&filename=th3,"『천마의 집사가 되었다』

대헌터 시대
그 혹독한 세상을 힘겹게 살아가던
E랭크 헌터 최범준
무림 최강, 천마의 제자가 되다!

…근데 천마 상태가 좀 이상하다

“스승님! 츄르입니다!”
-골골골골!

고양이 천마, 집사 최범준
두 사제의 행보가 지금 시작된다!",https://page.kakao.com/content/61105796?tab_type=about,나눔
마도장교는 총을 든다 [단행본],fantasy,ToHome,https://dn-img-page.kakao.com/download/resource?kid=bOmnRH/hzVqFEmWT9/Ef0knlIgWuipzQ2H0sldQK&filename=th3,"사람을 죽일수록 삶의 질이 높아진다.
그게 전쟁 중인 마도장교의 위치였고
나에게는 누구보다 뛰어난 재능이 있었다.

『마도장교는 총을 든다』

어느 날 날아든 영장
신체검사 중 발견된 마도적성

""현재 삶에 만족하세요?""

상담실에서 만난 장교의 제안……

제국을 무너뜨리고
전쟁 영웅이 되려 하는 그의 전쟁이 시작된다!",https://page.kakao.com/content/61105512?tab_type=about,나눔
헌터명가 막내아들은 다재다능 [단행본],fantasy,데생,https://dn-img-page.kakao.com/download/resource?kid=Cx6Cp/hzVqMjbZaQ/eBK8Ww9FtJ6gRH9pf9ccy0&filename=th3,천가(天家)의 막내아들이 돌아왔다.,https://page.kakao.com/content/61105476?tab_type=about,나눔
검신검귀(劍神劍鬼),fantasy,그라시아S,https://dn-img-page.kakao.com/download/resource?kid=b0F5s5/hzwBjGDtzV/Kmc14eTuQPBgauvSHHjhKk&filename=th3,"""역사의 시간이 십여 년 앞당겨져 전쟁의 시기와 상황이 변한 고구려 영웅의 시대.
고구려의 대영웅 을지문덕, 강이식, 온달과 양만춘 그리고 연개소문이 동시대에 등장했다!
북주에서 수와 당으로 이어지는 대륙의 침공을 고구려의 영웅들이 막아내며 대륙정벌에 나서게 되는데…….""",https://page.kakao.com/content/59715911?tab_type=about,나눔
부패의 사제 [연재],fantasy,사다듬,https://dn-img-page.kakao.com/download/resource?kid=d2UKU/hyLi76hKNj/2eR40LwX8cKi0P2lsvTYQ0&filename=th3,"게임 속으로 떨어질 줄 알았다면 이 직업 절대 안 골랐다.
진짜로.",https://page.kakao.com/content/56250127?tab_type=about,나눔
피규어 깎던 골렘 장인 [단행본],fantasy,골드리치,https://dn-img-page.kakao.com/download/resource?kid=cf9ZMz/hyoXz4Efzd/rYoYzXg43C3YFv64LGjGU0&filename=th3,"[피규어 깎던 제작자, 골렘을 깎다?]

하늘에서 탑이 떨어지고, 몬스터들이 출범했다.
위기에 처한 오태식을 구한 건, 최애캐 제이였다.

“내가 골렘 장인이다!”",https://page.kakao.com/content/61129032?tab_type=about,나눔
마왕의 아카데미,fantasy,규명,https://dn-img-page.kakao.com/download/resource?kid=vTOnV/hzCtbaSdvA/nUpPpM2n1K7Ajl54QOuXOk&filename=th3,"마왕과 대적하기 위해 존재하는 영웅.
그런 영웅을 키워내는 영웅 아카데미.
테란은 과거 대영웅이었던 카일을 배출한 위대한 아카데미였지만, 현재는...

-쓰레기!
-똥통!
-이딴 것도 아카데미냐!

최악의 아카데미란 평가를 받고 있다.
그러나 모든 이에게 시간이란 공평한 법.
똥통 테란에도 새학기가 시작되었으나, 테란은 유례없던 대혼란을 맞이한다.

[닥쳐라.]

영웅의 대척점인 마왕.
그것도 대륙의 가장 오래된 마왕인 삼권좌 중 일좌, 혼돈의 마왕 루이 샴벨.

-내가 너희의 교장이다.

그가 영웅 아카데미, 테란의 새로운 교장이 되었다.",https://page.kakao.com/content/59685189?tab_type=about,나눔
귀환한 투신은 초보아빠 [완결],fantasy,블럭통통,https://dn-img-page.kakao.com/download/resource?kid=c3DJ0v/hynax8wRMR/5WIdKKTktsEBG7MYZ3tL50&filename=th3,"이세계에서 투신이라 불린 초보아빠 강하온과 사랑스러운 딸, 나래의 이야기",https://page.kakao.com/content/60393154?tab_type=about,나눔
지능형 여포가 되었다 [완결],fantasy,Woodang,https://dn-img-page.kakao.com/download/resource?kid=EzybJ/hzN2lzXQrH/repj6LUfnbMqVx8vsspTw1&filename=th3,"눈을 뜨니 여포가 되어버렸다. 여포 좋지, 그런데 문제는 장소가 하비성이다...",https://page.kakao.com/content/61086045?tab_type=about,나눔
천재 마법사가 검술을 숨김,fantasy,문스터,https://dn-img-page.kakao.com/download/resource?kid=pi2CT/hyZIaVlUBl/e1jKF2Q59ajLBKY608EO50&filename=th3,"위선의 탈을 쓰고, 대륙에서 기사들을 몰아 낸 마법결사 오망성.

강력한 힘과 뛰어난 재능으로 젊은 나이에 9성의 경지에 오른 아도니스.

오망성의 합공을 버티지 못하고 밀리던 아도니스는 그 끝에 10성의 경지에 다다를 단서를 얻지만.

‘죽기 직전에야 10성의 문턱을 보게 되는 구나. 너무 늦었다. 너무 늦었어!’

그 깨달음을 활용할 새도 없이 눈을 감는다.

그렇게 죽은 줄만 알았는데.

“으아아아아앙-!”
“아이구우. 그랬어요? 엄마 때문에 놀랐어?”
‘이게 대체 무슨 짓……읍! 읍!’

눈을 뜬 곳은 천 년 후의 대륙!
그것도 아기의 몸으로!

뛰어난 마법 재능과 엄청난 검술 능력을 동시에 지닌 주인공 이안의 일대기.",https://page.kakao.com/content/60533862?tab_type=about,나눔
조선 왕자가 천하를 요리하는 법,fantasy,쌍매당,https://dn-img-page.kakao.com/download/resource?kid=gM3GI/hzN2gegF8A/4aVmtxUKM7udKIYlXtkkOk&filename=th3,"현직 셰프, 세종대왕의 난봉꾼 넷째아들 임영대군이 되다.
그것도... 운영하던 식당 주방과 함께...!?",https://page.kakao.com/content/60966002?tab_type=about,나눔
아카데미 천재 마학자가 되었다,fantasy,카이트AG,https://dn-img-page.kakao.com/download/resource?kid=fNZ0n/hzacgkjRrV/YB7vyuVAb7ezhK8kEzKFOK&filename=th3,"해피 엔딩 한 번 보겠다고 10년을 달렸다가 끝내 뒤통수를 맞은 날.
자고 일어나보니 꿈도 희망도 없는 그 게임 속이었다.
아무리 썩은물이라지만, 아무것도 없는 일반인의 몸인데 여기서 나보고 뭐 어쩌라고?

그렇게 생각했는데, 내 눈에 특별한 무언가가 보이기 시작했다.",https://page.kakao.com/content/57983222?tab_type=about,나눔
망국의 정복자,fantasy,"후데오르카,toi8,도영명",https://dn-img-page.kakao.com/download/resource?kid=bJfgjS/hyle1jLojg/jSyoKJ0ENX3rKK0YOzVqY1&filename=th3,"가족의 사랑을 받지 못한 채 죽은 주인공은 이세계에서 다시 태어나게 되고,
새로운 양친의 사랑을 한 몸에 받으며 새로운 인생을 평화롭게 보낸다.
하지만 서서히 다가오는 전쟁의 그림자, 그리고 기사 가문의 계승 문제에 휘말리면서
평화로운 일상도 서서히 끝을 고해가는데….

기사 육성 학원에 입학한 주인공.
그리고 그곳에서의 새로운 만남이 주인공과 왕국의 운명을 크게 바꿔 나간다!

사랑하는 자들을 위해 싸워나가 세계를 호령한 남자가 걸어온 패도의 기록, 드디어 개막!",https://page.kakao.com/content/60709917?tab_type=about,나눔
나는 조선 제일 검이다 [단행본],fantasy,동쪽사람,https://dn-img-page.kakao.com/download/resource?kid=df8bgH/hyZIejvtlj/ElJbLKnOpabjFPfZ2MmyKk&filename=th3,"임진왜란 전후에 사미승 출신이 겪게되는 일대기.
조선 제일의 검으로 거듭나는 주인공의 행보.",https://page.kakao.com/content/61061988?tab_type=about,나눔
나는 만주의 주인이다,fantasy,Analog감성,https://dn-img-page.kakao.com/download/resource?kid=wDm1D/hynaCPFLe7/0cbfCGBjQZPN2UnDWB1Tq1&filename=th3,"빌어먹을 신냉전 이후 발생한 제2차 한국 전쟁에서 죽었다 다시 살아나니 격동의 1920년.
그리고 나는 만주의 주인이었다.",https://page.kakao.com/content/60692780?tab_type=about,나눔
